merchant_name,merchant_group,merchant_category,currency,cc_type,cc_code,company_id,amount,description,cc_type_id,cc_code_id,stratify_col
Merchant_443 OGU,Retail,Cafe,GBP,TRANSFER_81_A,COMPANY_A-671858,COMPANY_A,2066.9,TXN Merchant_443 OGU REF-50IR4AJO,16,10,TRANSFER_81_A_COMPANY_A-671858
Merchant_4428 XYZ,Food,Hotel,INR,INTEREST_4_A,COMPANY_A-872246,COMPANY_A,4980.81,TXN Merchant_4428 XYZ REF-C9ZNNB1V,9,14,INTEREST_4_A_COMPANY_A-872246
Merchant_991 AWE,Travel,Cafe,INR,ONLINE_49_A,COMPANY_A-246316,COMPANY_A,4542.44,TXN Merchant_991 AWE REF-9G5MMNHV,11,6,ONLINE_49_A_COMPANY_A-246316
Merchant_3465 MUN,Retail,SaaS,EUR,WITHDRAWAL_78_A,COMPANY_A-207473,COMPANY_A,2794.39,TXN Merchant_3465 MUN REF-O7DGOO5Z,17,4,WITHDRAWAL_78_A_COMPANY_A-207473
Merchant_3588 ENQ,Utilities,Uber,GBP,TRANSFER_20_A,COMPANY_A-542417,COMPANY_A,3147.95,TXN Merchant_3588 ENQ REF-OYKCDMWB,14,9,TRANSFER_20_A_COMPANY_A-542417
Merchant_4630 PNY,Tech,Store,INR,ONLINE_49_A,COMPANY_A-207473,COMPANY_A,1984.02,TXN Merchant_4630 PNY REF-3A45YSYN,11,4,ONLINE_49_A_COMPANY_A-207473
Merchant_4322 BYF,Retail,Uber,USD,DEPOSIT_44_A,COMPANY_A-334053,COMPANY_A,1004.52,TXN Merchant_4322 BYF REF-QOQVCBVR,5,8,DEPOSIT_44_A_COMPANY_A-334053
Merchant_871 ATI,Tech,Uber,EUR,REFUND_69_A,COMPANY_A-246316,COMPANY_A,941.08,TXN Merchant_871 ATI REF-SPDJ66VQ,13,6,REFUND_69_A_COMPANY_A-246316
Merchant_1252 QKZ,Utilities,Cafe,USD,INTEREST_4_A,COMPANY_A-872246,COMPANY_A,2581.2,TXN Merchant_1252 QKZ REF-5BI4UV16,9,14,INTEREST_4_A_COMPANY_A-872246
Merchant_772 AKF,Consulting,Store,GBP,INTEREST_4_A,COMPANY_A-872246,COMPANY_A,1790.83,TXN Merchant_772 AKF REF-RJHFKO3W,9,14,INTEREST_4_A_COMPANY_A-872246
Merchant_1558 XBU,Food,Cafe,INR,INTEREST_4_A,COMPANY_A-246316,COMPANY_A,1825.69,TXN Merchant_1558 XBU REF-08YZOR55,9,6,INTEREST_4_A_COMPANY_A-246316
Merchant_3745 BJS,Tech,Electric,INR,BILL_58_A,COMPANY_A-126225,COMPANY_A,396.01,TXN Merchant_3745 BJS REF-UO6E7C9P,2,0,BILL_58_A_COMPANY_A-126225
Merchant_4119 TZC,Utilities,Airline,GBP,TRANSFER_6_A,COMPANY_A-329258,COMPANY_A,704.49,TXN Merchant_4119 TZC REF-R9E7AAXG,15,7,TRANSFER_6_A_COMPANY_A-329258
Merchant_4874 KTL,Tech,Store,INR,REFUND_69_A,COMPANY_A-542417,COMPANY_A,4039.8,TXN Merchant_4874 KTL REF-OAQTEU6A,13,9,REFUND_69_A_COMPANY_A-542417
Merchant_496 NPW,Consulting,Uber,GBP,INTEREST_47_A,COMPANY_A-872246,COMPANY_A,3325.9,TXN Merchant_496 NPW REF-N1MQRF33,8,14,INTEREST_47_A_COMPANY_A-872246
Merchant_480 YWC,Logistics,Cafe,INR,POS_98_A,COMPANY_A-334053,COMPANY_A,4758.18,TXN Merchant_480 YWC REF-CO8A26HB,12,8,POS_98_A_COMPANY_A-334053
Merchant_1746 AXM,Consulting,Airline,GBP,BILL_58_A,COMPANY_A-126225,COMPANY_A,1506.1,TXN Merchant_1746 AXM REF-0ZBPVXLU,2,0,BILL_58_A_COMPANY_A-126225
Merchant_2334 WBK,Food,Cafe,USD,REFUND_69_A,COMPANY_A-198246,COMPANY_A,4154.8,TXN Merchant_2334 WBK REF-RUOSBHQ9,13,3,REFUND_69_A_COMPANY_A-198246
Merchant_2136 BCR,Food,Cafe,EUR,ONLINE_49_A,COMPANY_A-246316,COMPANY_A,93.02,TXN Merchant_2136 BCR REF-PQPDPTJR,11,6,ONLINE_49_A_COMPANY_A-246316
Merchant_1558 XBU,Food,Cafe,INR,INTEREST_4_A,COMPANY_A-246316,COMPANY_A,2537.99,TXN Merchant_1558 XBU REF-MIEP2JM9,9,6,INTEREST_4_A_COMPANY_A-246316
Merchant_2281 DRS,Food,Electric,GBP,BILL_58_A,COMPANY_A-126225,COMPANY_A,2687.91,TXN Merchant_2281 DRS REF-MU8N599H,2,0,BILL_58_A_COMPANY_A-126225
Merchant_2457 DJE,Consulting,Hotel,EUR,BILL_58_A,COMPANY_A-126225,COMPANY_A,2865.07,TXN Merchant_2457 DJE REF-A931BR6T,2,0,BILL_58_A_COMPANY_A-126225
Merchant_496 NPW,Consulting,Uber,GBP,INTEREST_47_A,COMPANY_A-872246,COMPANY_A,832.53,TXN Merchant_496 NPW REF-XDS4BCLV,8,14,INTEREST_47_A_COMPANY_A-872246
Merchant_2046 HOR,Logistics,Store,GBP,FEE_90_A,COMPANY_A-334053,COMPANY_A,381.05,TXN Merchant_2046 HOR REF-9DWE29FP,6,8,FEE_90_A_COMPANY_A-334053
Merchant_2590 GGZ,Consulting,SaaS,EUR,POS_98_A,COMPANY_A-198246,COMPANY_A,3460.27,TXN Merchant_2590 GGZ REF-SR83ZLLD,12,3,POS_98_A_COMPANY_A-198246
Merchant_3905 JED,Logistics,SaaS,USD,BILL_65_A,COMPANY_A-334053,COMPANY_A,3545.42,TXN Merchant_3905 JED REF-IN9PLKLT,3,8,BILL_65_A_COMPANY_A-334053
Merchant_1804 WOM,Tech,Cafe,EUR,POS_98_A,COMPANY_A-334053,COMPANY_A,1587.9,TXN Merchant_1804 WOM REF-XRQSZ36T,12,8,POS_98_A_COMPANY_A-334053
Merchant_2046 HOR,Logistics,Store,GBP,FEE_90_A,COMPANY_A-334053,COMPANY_A,389.94,TXN Merchant_2046 HOR REF-QX1J8RH8,6,8,FEE_90_A_COMPANY_A-334053
Merchant_600 KJK,Retail,Cafe,EUR,DEPOSIT_44_A,COMPANY_A-334053,COMPANY_A,4570.17,TXN Merchant_600 KJK REF-N09QGUVD,5,8,DEPOSIT_44_A_COMPANY_A-334053
Merchant_4742 YQM,Utilities,Uber,GBP,REFUND_69_A,COMPANY_A-542417,COMPANY_A,1075.22,TXN Merchant_4742 YQM REF-KZR2TSZ7,13,9,REFUND_69_A_COMPANY_A-542417
Merchant_4785 YVG,Travel,Cafe,INR,ONLINE_49_A,COMPANY_A-246316,COMPANY_A,3227.5,TXN Merchant_4785 YVG REF-AMGQOMCZ,11,6,ONLINE_49_A_COMPANY_A-246316
Merchant_617 UFU,Travel,Hotel,EUR,WITHDRAWAL_78_A,COMPANY_A-207473,COMPANY_A,669.99,TXN Merchant_617 UFU REF-T0KQZ84Y,17,4,WITHDRAWAL_78_A_COMPANY_A-207473
Merchant_496 NPW,Consulting,Uber,GBP,INTEREST_47_A,COMPANY_A-872246,COMPANY_A,128.16,TXN Merchant_496 NPW REF-FDKQSMF9,8,14,INTEREST_47_A_COMPANY_A-872246
Merchant_4988 FXJ,Consulting,Uber,EUR,WITHDRAWAL_78_A,COMPANY_A-126225,COMPANY_A,3561.34,TXN Merchant_4988 FXJ REF-K7514660,17,0,WITHDRAWAL_78_A_COMPANY_A-126225
Merchant_3630 GTT,Logistics,Uber,EUR,INTEREST_47_A,COMPANY_A-872246,COMPANY_A,4826.15,TXN Merchant_3630 GTT REF-SKZMJSO1,8,14,INTEREST_47_A_COMPANY_A-872246
Merchant_3943 DLR,Logistics,Hotel,GBP,INTEREST_36_A,COMPANY_A-671858,COMPANY_A,1543.8,TXN Merchant_3943 DLR REF-NB4Q12JT,7,10,INTEREST_36_A_COMPANY_A-671858
Merchant_414 WJN,Food,Uber,EUR,WITHDRAWAL_78_A,COMPANY_A-133326,COMPANY_A,4044.01,TXN Merchant_414 WJN REF-Y454ZL0H,17,1,WITHDRAWAL_78_A_COMPANY_A-133326
Merchant_4744 CCL,Logistics,Hotel,INR,REFUND_69_A,COMPANY_A-877572,COMPANY_A,303.36,TXN Merchant_4744 CCL REF-JPH1P8H9,13,15,REFUND_69_A_COMPANY_A-877572
Merchant_2573 PYI,Tech,Hotel,INR,REFUND_69_A,COMPANY_A-877572,COMPANY_A,4701.02,TXN Merchant_2573 PYI REF-QZGWE7NN,13,15,REFUND_69_A_COMPANY_A-877572
Merchant_2157 YRD,Retail,Uber,INR,INTEREST_36_A,COMPANY_A-671858,COMPANY_A,2329.78,TXN Merchant_2157 YRD REF-SQ7ME1CT,7,10,INTEREST_36_A_COMPANY_A-671858
Merchant_3943 DLR,Logistics,Hotel,GBP,INTEREST_36_A,COMPANY_A-671858,COMPANY_A,2530.73,TXN Merchant_3943 DLR REF-I2FZA9OC,7,10,INTEREST_36_A_COMPANY_A-671858
Merchant_3285 KYA,Food,Airline,GBP,BILL_58_A,COMPANY_A-126225,COMPANY_A,1276.35,TXN Merchant_3285 KYA REF-BCPQUNQG,2,0,BILL_58_A_COMPANY_A-126225
Merchant_4647 TMG,Travel,Uber,INR,ADJUSTMENT_26_A,COMPANY_A-809570,COMPANY_A,3308.94,TXN Merchant_4647 TMG REF-EB4OHLNE,0,13,ADJUSTMENT_26_A_COMPANY_A-809570
Merchant_2404 HRY,Travel,Cafe,USD,INTEREST_47_A,COMPANY_A-872246,COMPANY_A,2674.13,TXN Merchant_2404 HRY REF-TB9EA1PL,8,14,INTEREST_47_A_COMPANY_A-872246
Merchant_3943 DLR,Logistics,Hotel,GBP,INTEREST_36_A,COMPANY_A-671858,COMPANY_A,2919.96,TXN Merchant_3943 DLR REF-H83TKZUI,7,10,INTEREST_36_A_COMPANY_A-671858
Merchant_3285 KYA,Food,Airline,GBP,BILL_58_A,COMPANY_A-126225,COMPANY_A,3525.48,TXN Merchant_3285 KYA REF-FNLF1BZE,2,0,BILL_58_A_COMPANY_A-126225
Merchant_3027 NJY,Utilities,Electric,USD,TRANSFER_81_A,COMPANY_A-671858,COMPANY_A,3918.28,TXN Merchant_3027 NJY REF-A1YE7BRP,16,10,TRANSFER_81_A_COMPANY_A-671858
Merchant_325 BLH,Food,Electric,USD,REFUND_69_A,COMPANY_A-198246,COMPANY_A,3301.06,TXN Merchant_325 BLH REF-HETXKZII,13,3,REFUND_69_A_COMPANY_A-198246
Merchant_4666 QNF,Consulting,Cafe,INR,BILL_65_A,COMPANY_A-334053,COMPANY_A,940.26,TXN Merchant_4666 QNF REF-5LDDL1PM,3,8,BILL_65_A_COMPANY_A-334053
