merchant_name,merchant_group,merchant_category,currency,cc_type,cc_code,company_id,amount,description,cc_type_id,cc_code_id,stratify_col
Merchant_2883 COR,Utilities,SaaS,GBP,WITHDRAWAL_1_B,COMPANY_B-332567,COMPANY_B,2770.1,TXN Merchant_2883 COR REF-FSAG3JRI,18,4,WITHDRAWAL_1_B_COMPANY_B-332567
Merchant_2264 MPG,Retail,Electric,EUR,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,245.17,TXN Merchant_2264 MPG REF-GU5MZ8EO,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_400 AUQ,Consulting,Electric,GBP,ADJUSTMENT_5_B,COMPANY_B-892309,COMPANY_B,856.2,TXN Merchant_400 AUQ REF-PJFPCDIX,1,15,ADJUSTMENT_5_B_COMPANY_B-892309
Merchant_3364 XBY,Food,SaaS,USD,BILL_4_B,COMPANY_B-105851,COMPANY_B,4487.17,TXN Merchant_3364 XBY REF-T5Z7A95Q,4,0,BILL_4_B_COMPANY_B-105851
Merchant_406 OKO,Consulting,Store,GBP,ADJUSTMENT_82_B,COMPANY_B-772025,COMPANY_B,1128.34,TXN Merchant_406 OKO REF-A6EUQGZ6,3,11,ADJUSTMENT_82_B_COMPANY_B-772025
Merchant_1553 HVA,Travel,Uber,INR,ADJUSTMENT_82_B,COMPANY_B-772025,COMPANY_B,2029.88,TXN Merchant_1553 HVA REF-O1N8AF3A,3,11,ADJUSTMENT_82_B_COMPANY_B-772025
Merchant_2699 FMR,Consulting,Store,INR,ADJUSTMENT_82_B,COMPANY_B-207957,COMPANY_B,4010.22,TXN Merchant_2699 FMR REF-AOB9R9SF,3,2,ADJUSTMENT_82_B_COMPANY_B-207957
Merchant_3850 IRA,Tech,SaaS,EUR,BILL_4_B,COMPANY_B-708067,COMPANY_B,3894.75,TXN Merchant_3850 IRA REF-XKRDLC40,4,10,BILL_4_B_COMPANY_B-708067
Merchant_1534 ZEM,Food,Store,USD,POS_15_B,COMPANY_B-594378,COMPANY_B,999.11,TXN Merchant_1534 ZEM REF-YYFJM9YI,15,9,POS_15_B_COMPANY_B-594378
Merchant_3075 TSV,Food,Uber,GBP,FEE_68_B,COMPANY_B-895474,COMPANY_B,1100.23,TXN Merchant_3075 TSV REF-4EJ1RFFG,9,16,FEE_68_B_COMPANY_B-895474
Merchant_4296 OGZ,Retail,SaaS,EUR,FEE_52_B,COMPANY_B-895474,COMPANY_B,2304.56,TXN Merchant_4296 OGZ REF-UU6STJO8,8,16,FEE_52_B_COMPANY_B-895474
Merchant_3716 DMA,Logistics,Uber,GBP,POS_15_B,COMPANY_B-495213,COMPANY_B,1566.93,TXN Merchant_3716 DMA REF-YEZ82IZ9,15,7,POS_15_B_COMPANY_B-495213
Merchant_4662 UJE,Tech,SaaS,EUR,WITHDRAWAL_1_B,COMPANY_B-776541,COMPANY_B,2813.67,TXN Merchant_4662 UJE REF-FIH68ZFY,18,12,WITHDRAWAL_1_B_COMPANY_B-776541
Merchant_3296 WSU,Food,Store,GBP,WITHDRAWAL_1_B,COMPANY_B-332567,COMPANY_B,1968.91,TXN Merchant_3296 WSU REF-GPCALP13,18,4,WITHDRAWAL_1_B_COMPANY_B-332567
Merchant_3277 FXR,Tech,SaaS,INR,WITHDRAWAL_1_B,COMPANY_B-776541,COMPANY_B,3007.0,TXN Merchant_3277 FXR REF-5LZZR02X,18,12,WITHDRAWAL_1_B_COMPANY_B-776541
Merchant_4845 DCM,Utilities,Hotel,EUR,TRANSFER_6_B,COMPANY_B-892309,COMPANY_B,4110.18,TXN Merchant_4845 DCM REF-GKLV5T58,16,15,TRANSFER_6_B_COMPANY_B-892309
Merchant_1991 HLR,Travel,Airline,USD,ADJUSTMENT_5_B,COMPANY_B-154321,COMPANY_B,2995.13,TXN Merchant_1991 HLR REF-9JHH465L,1,1,ADJUSTMENT_5_B_COMPANY_B-154321
Merchant_4106 FYP,Tech,Cafe,INR,TRANSFER_6_B,COMPANY_B-776541,COMPANY_B,3768.2,TXN Merchant_4106 FYP REF-3TV8ZNUD,16,12,TRANSFER_6_B_COMPANY_B-776541
Merchant_3261 JAP,Travel,Electric,INR,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,2856.05,TXN Merchant_3261 JAP REF-245KBW7P,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_2498 ROV,Tech,Electric,INR,FEE_68_B,COMPANY_B-895474,COMPANY_B,2623.59,TXN Merchant_2498 ROV REF-PMRO4YKD,9,16,FEE_68_B_COMPANY_B-895474
Merchant_4950 NAJ,Travel,Hotel,USD,DEPOSIT_84_B,COMPANY_B-154321,COMPANY_B,2944.95,TXN Merchant_4950 NAJ REF-MUQ5XSL4,7,1,DEPOSIT_84_B_COMPANY_B-154321
Merchant_4231 KTZ,Retail,Uber,USD,POS_15_B,COMPANY_B-594378,COMPANY_B,384.68,TXN Merchant_4231 KTZ REF-WVWYTR54,15,9,POS_15_B_COMPANY_B-594378
Merchant_2461 CGK,Retail,Airline,USD,ADJUSTMENT_5_B,COMPANY_B-892309,COMPANY_B,3547.46,TXN Merchant_2461 CGK REF-ACZNZ4YS,1,15,ADJUSTMENT_5_B_COMPANY_B-892309
Merchant_648 NNB,Consulting,Uber,GBP,FEE_84_B,COMPANY_B-332567,COMPANY_B,3696.31,TXN Merchant_648 NNB REF-1KY7H0LY,11,4,FEE_84_B_COMPANY_B-332567
Merchant_73 DAM,Food,Airline,USD,ADJUSTMENT_12_B,COMPANY_B-776541,COMPANY_B,4247.55,TXN Merchant_73 DAM REF-FZTDO7ZQ,0,12,ADJUSTMENT_12_B_COMPANY_B-776541
Merchant_1080 WZC,Logistics,Airline,EUR,ADJUSTMENT_81_B,COMPANY_B-776541,COMPANY_B,3475.08,TXN Merchant_1080 WZC REF-QPZO96WG,2,12,ADJUSTMENT_81_B_COMPANY_B-776541
Merchant_413 GEO,Travel,Cafe,EUR,WITHDRAWAL_1_B,COMPANY_B-332567,COMPANY_B,3443.49,TXN Merchant_413 GEO REF-MRLUZJ3O,18,4,WITHDRAWAL_1_B_COMPANY_B-332567
Merchant_1549 MPC,Travel,Electric,GBP,POS_15_B,COMPANY_B-384247,COMPANY_B,1574.78,TXN Merchant_1549 MPC REF-P4W7LE64,15,5,POS_15_B_COMPANY_B-384247
Merchant_4668 FBF,Logistics,Electric,INR,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,972.89,TXN Merchant_4668 FBF REF-ZXI93SEW,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_4940 EQH,Logistics,Uber,USD,FEE_52_B,COMPANY_B-895474,COMPANY_B,3648.31,TXN Merchant_4940 EQH REF-8Y6FMTEU,8,16,FEE_52_B_COMPANY_B-895474
Merchant_3364 XBY,Food,SaaS,USD,BILL_4_B,COMPANY_B-105851,COMPANY_B,1946.75,TXN Merchant_3364 XBY REF-8G1XHXX8,4,0,BILL_4_B_COMPANY_B-105851
Merchant_2542 QOK,Retail,Cafe,GBP,POS_15_B,COMPANY_B-594378,COMPANY_B,2566.33,TXN Merchant_2542 QOK REF-709UC7XB,15,9,POS_15_B_COMPANY_B-594378
Merchant_1913 ZFE,Retail,SaaS,INR,DEPOSIT_84_B,COMPANY_B-154321,COMPANY_B,4894.06,TXN Merchant_1913 ZFE REF-TS9AOVE5,7,1,DEPOSIT_84_B_COMPANY_B-154321
Merchant_1672 TVA,Consulting,SaaS,USD,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,3785.43,TXN Merchant_1672 TVA REF-ZSTMLB2N,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_344 OZZ,Travel,Electric,EUR,POS_15_B,COMPANY_B-795545,COMPANY_B,3449.59,TXN Merchant_344 OZZ REF-QKXQTTPK,15,13,POS_15_B_COMPANY_B-795545
Merchant_2047 FMF,Retail,Airline,INR,POS_15_B,COMPANY_B-795545,COMPANY_B,4064.36,TXN Merchant_2047 FMF REF-PXMXDQIW,15,13,POS_15_B_COMPANY_B-795545
Merchant_4333 LRQ,Retail,SaaS,GBP,BILL_4_B,COMPANY_B-708067,COMPANY_B,4356.65,TXN Merchant_4333 LRQ REF-JTBPYLD1,4,10,BILL_4_B_COMPANY_B-708067
Merchant_3075 TSV,Food,Uber,GBP,FEE_68_B,COMPANY_B-895474,COMPANY_B,1097.1,TXN Merchant_3075 TSV REF-2Z62COPS,9,16,FEE_68_B_COMPANY_B-895474
Merchant_648 NNB,Consulting,Uber,GBP,FEE_84_B,COMPANY_B-332567,COMPANY_B,1818.28,TXN Merchant_648 NNB REF-G6DH7FTW,11,4,FEE_84_B_COMPANY_B-332567
Merchant_4178 CTH,Logistics,Store,INR,ONLINE_59_B,COMPANY_B-776541,COMPANY_B,3996.91,TXN Merchant_4178 CTH REF-SIHYMD02,14,12,ONLINE_59_B_COMPANY_B-776541
Merchant_1105 SFR,Travel,Electric,GBP,INTEREST_93_B,COMPANY_B-795545,COMPANY_B,33.69,TXN Merchant_1105 SFR REF-78DE4LPH,13,13,INTEREST_93_B_COMPANY_B-795545
Merchant_253 SKS,Food,Hotel,INR,ADJUSTMENT_81_B,COMPANY_B-776541,COMPANY_B,4068.53,TXN Merchant_253 SKS REF-OXURY6HP,2,12,ADJUSTMENT_81_B_COMPANY_B-776541
Merchant_4554 WOZ,Consulting,Electric,GBP,ADJUSTMENT_82_B,COMPANY_B-772025,COMPANY_B,3848.05,TXN Merchant_4554 WOZ REF-5AQ8B17L,3,11,ADJUSTMENT_82_B_COMPANY_B-772025
Merchant_4668 FBF,Logistics,Electric,INR,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,2201.57,TXN Merchant_4668 FBF REF-UUR9MOHS,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_3801 CKA,Tech,Cafe,INR,ADJUSTMENT_5_B,COMPANY_B-154321,COMPANY_B,3759.37,TXN Merchant_3801 CKA REF-HPDDMNII,1,1,ADJUSTMENT_5_B_COMPANY_B-154321
Merchant_1105 SFR,Travel,Electric,GBP,INTEREST_93_B,COMPANY_B-795545,COMPANY_B,4391.49,TXN Merchant_1105 SFR REF-AQ67R8NS,13,13,INTEREST_93_B_COMPANY_B-795545
Merchant_3086 PUM,Retail,SaaS,GBP,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,221.6,TXN Merchant_3086 PUM REF-T4I774JP,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_1783 FAE,Retail,Hotel,GBP,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,4273.63,TXN Merchant_1783 FAE REF-T5M91KE4,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_693 NLP,Retail,Hotel,INR,DEPOSIT_84_B,COMPANY_B-154321,COMPANY_B,3839.84,TXN Merchant_693 NLP REF-V869P04V,7,1,DEPOSIT_84_B_COMPANY_B-154321
Merchant_253 SKS,Food,Hotel,INR,ADJUSTMENT_81_B,COMPANY_B-776541,COMPANY_B,2203.65,TXN Merchant_253 SKS REF-PA6YUOD4,2,12,ADJUSTMENT_81_B_COMPANY_B-776541
Merchant_3267 QYA,Travel,Airline,EUR,POS_15_B,COMPANY_B-495213,COMPANY_B,3209.72,TXN Merchant_3267 QYA REF-I8FD0HKH,15,7,POS_15_B_COMPANY_B-495213
Merchant_4302 EUI,Retail,Electric,EUR,TRANSFER_6_B,COMPANY_B-776541,COMPANY_B,3968.86,TXN Merchant_4302 EUI REF-GXY4VI54,16,12,TRANSFER_6_B_COMPANY_B-776541
Merchant_3282 DXK,Tech,SaaS,USD,ADJUSTMENT_5_B,COMPANY_B-892309,COMPANY_B,4853.48,TXN Merchant_3282 DXK REF-NVTT31Y8,1,15,ADJUSTMENT_5_B_COMPANY_B-892309
Merchant_2431 XZV,Tech,Hotel,GBP,TRANSFER_99_B,COMPANY_B-708067,COMPANY_B,1719.62,TXN Merchant_2431 XZV REF-7X6YO57T,17,10,TRANSFER_99_B_COMPANY_B-708067
Merchant_968 AWT,Utilities,Uber,USD,ADJUSTMENT_82_B,COMPANY_B-772025,COMPANY_B,4035.59,TXN Merchant_968 AWT REF-2KAVS26Z,3,11,ADJUSTMENT_82_B_COMPANY_B-772025
Merchant_973 JZD,Tech,Store,INR,TRANSFER_6_B,COMPANY_B-776541,COMPANY_B,2435.24,TXN Merchant_973 JZD REF-U6I4XULV,16,12,TRANSFER_6_B_COMPANY_B-776541
Merchant_4216 FUB,Utilities,Store,EUR,FEE_77_B,COMPANY_B-810725,COMPANY_B,3759.79,TXN Merchant_4216 FUB REF-X81SSPKW,10,14,FEE_77_B_COMPANY_B-810725
Merchant_1913 ZFE,Retail,SaaS,INR,DEPOSIT_84_B,COMPANY_B-154321,COMPANY_B,2001.64,TXN Merchant_1913 ZFE REF-3736GDNI,7,1,DEPOSIT_84_B_COMPANY_B-154321
Merchant_276 NZW,Utilities,Electric,USD,ADJUSTMENT_12_B,COMPANY_B-776541,COMPANY_B,674.07,TXN Merchant_276 NZW REF-KDFKU469,0,12,ADJUSTMENT_12_B_COMPANY_B-776541
Merchant_3694 YIT,Food,SaaS,INR,BILL_4_B,COMPANY_B-708067,COMPANY_B,1544.78,TXN Merchant_3694 YIT REF-B6TJZF2X,4,10,BILL_4_B_COMPANY_B-708067
Merchant_4656 TXH,Consulting,Store,EUR,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,4736.49,TXN Merchant_4656 TXH REF-8TMK6QHG,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_2437 ODU,Tech,Uber,INR,FEE_52_B,COMPANY_B-384247,COMPANY_B,2260.74,TXN Merchant_2437 ODU REF-QBUPDHAH,8,5,FEE_52_B_COMPANY_B-384247
Merchant_4763 IXO,Travel,Cafe,GBP,FEE_68_B,COMPANY_B-895474,COMPANY_B,1971.79,TXN Merchant_4763 IXO REF-ETJL0XNM,9,16,FEE_68_B_COMPANY_B-895474
Merchant_1059 SDY,Retail,Uber,GBP,FEE_68_B,COMPANY_B-384247,COMPANY_B,218.38,TXN Merchant_1059 SDY REF-Q5CAELSO,9,5,FEE_68_B_COMPANY_B-384247
Merchant_648 NNB,Consulting,Uber,GBP,FEE_84_B,COMPANY_B-332567,COMPANY_B,2865.15,TXN Merchant_648 NNB REF-BYWXM2YH,11,4,FEE_84_B_COMPANY_B-332567
Merchant_2907 TTB,Utilities,Cafe,GBP,POS_15_B,COMPANY_B-892309,COMPANY_B,3047.44,TXN Merchant_2907 TTB REF-ZJAHMG3O,15,15,POS_15_B_COMPANY_B-892309
Merchant_3318 MZB,Tech,Store,EUR,BILL_58_B,COMPANY_B-219430,COMPANY_B,3298.68,TXN Merchant_3318 MZB REF-13QXGS91,5,3,BILL_58_B_COMPANY_B-219430
Merchant_3008 CFW,Travel,Uber,GBP,ADJUSTMENT_12_B,COMPANY_B-810725,COMPANY_B,959.77,TXN Merchant_3008 CFW REF-65CDK5YP,0,14,ADJUSTMENT_12_B_COMPANY_B-810725
Merchant_101 EXW,Food,Store,GBP,INTEREST_93_B,COMPANY_B-795545,COMPANY_B,2336.34,TXN Merchant_101 EXW REF-08BRON8R,13,13,INTEREST_93_B_COMPANY_B-795545
Merchant_3716 DMA,Logistics,Uber,GBP,POS_15_B,COMPANY_B-495213,COMPANY_B,1495.01,TXN Merchant_3716 DMA REF-2P5SJ328,15,7,POS_15_B_COMPANY_B-495213
Merchant_2095 SFF,Travel,Cafe,GBP,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,1320.75,TXN Merchant_2095 SFF REF-TREB4RGN,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_1239 YJS,Travel,Electric,EUR,ADJUSTMENT_12_B,COMPANY_B-776541,COMPANY_B,2158.73,TXN Merchant_1239 YJS REF-A1UFF42F,0,12,ADJUSTMENT_12_B_COMPANY_B-776541
Merchant_1511 RPN,Utilities,Store,GBP,FEE_52_B,COMPANY_B-384247,COMPANY_B,485.2,TXN Merchant_1511 RPN REF-JVD7N5UJ,8,5,FEE_52_B_COMPANY_B-384247
Merchant_3088 PSL,Utilities,Hotel,INR,ADJUSTMENT_5_B,COMPANY_B-154321,COMPANY_B,4692.42,TXN Merchant_3088 PSL REF-H1WNTY37,1,1,ADJUSTMENT_5_B_COMPANY_B-154321
Merchant_1672 TVA,Consulting,SaaS,USD,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,4417.88,TXN Merchant_1672 TVA REF-UMGHLVD3,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_481 DIQ,Consulting,Electric,USD,ADJUSTMENT_82_B,COMPANY_B-207957,COMPANY_B,4964.4,TXN Merchant_481 DIQ REF-SQ2VHBY7,3,2,ADJUSTMENT_82_B_COMPANY_B-207957
Merchant_2885 DMO,Tech,Store,EUR,ADJUSTMENT_12_B,COMPANY_B-810725,COMPANY_B,4469.22,TXN Merchant_2885 DMO REF-1JTFF4WZ,0,14,ADJUSTMENT_12_B_COMPANY_B-810725
Merchant_4656 TXH,Consulting,Store,EUR,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,975.15,TXN Merchant_4656 TXH REF-67QSMFAG,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_3075 TSV,Food,Uber,GBP,FEE_68_B,COMPANY_B-895474,COMPANY_B,1804.83,TXN Merchant_3075 TSV REF-LMVEN8ES,9,16,FEE_68_B_COMPANY_B-895474
Merchant_3088 PSL,Utilities,Hotel,INR,ADJUSTMENT_5_B,COMPANY_B-154321,COMPANY_B,1658.16,TXN Merchant_3088 PSL REF-TUZ3GR6J,1,1,ADJUSTMENT_5_B_COMPANY_B-154321
Merchant_3801 CKA,Tech,Cafe,INR,ADJUSTMENT_5_B,COMPANY_B-154321,COMPANY_B,3273.39,TXN Merchant_3801 CKA REF-YQD794R4,1,1,ADJUSTMENT_5_B_COMPANY_B-154321
Merchant_2228 SHS,Consulting,Store,EUR,BILL_4_B,COMPANY_B-105851,COMPANY_B,3429.69,TXN Merchant_2228 SHS REF-31I8M5L8,4,0,BILL_4_B_COMPANY_B-105851
Merchant_3075 TSV,Food,Uber,GBP,FEE_68_B,COMPANY_B-895474,COMPANY_B,1750.46,TXN Merchant_3075 TSV REF-ZRAGP9G0,9,16,FEE_68_B_COMPANY_B-895474
Merchant_3026 PIR,Consulting,SaaS,INR,POS_15_B,COMPANY_B-384247,COMPANY_B,4210.01,TXN Merchant_3026 PIR REF-DPAHIDYB,15,5,POS_15_B_COMPANY_B-384247
Merchant_2699 FMR,Consulting,Store,INR,ADJUSTMENT_82_B,COMPANY_B-207957,COMPANY_B,3909.16,TXN Merchant_2699 FMR REF-XT4GBKAA,3,2,ADJUSTMENT_82_B_COMPANY_B-207957
Merchant_3261 JAP,Travel,Electric,INR,DEPOSIT_84_B,COMPANY_B-776541,COMPANY_B,4140.74,TXN Merchant_3261 JAP REF-E1IQIMLV,7,12,DEPOSIT_84_B_COMPANY_B-776541
Merchant_4528 SGQ,Tech,Cafe,GBP,POS_15_B,COMPANY_B-384247,COMPANY_B,4483.06,TXN Merchant_4528 SGQ REF-0ZQY2CGN,15,5,POS_15_B_COMPANY_B-384247
Merchant_838 AZP,Logistics,Uber,EUR,ADJUSTMENT_81_B,COMPANY_B-776541,COMPANY_B,2959.85,TXN Merchant_838 AZP REF-6TXKA5GE,2,12,ADJUSTMENT_81_B_COMPANY_B-776541
Merchant_1672 TVA,Consulting,SaaS,USD,ADJUSTMENT_12_B,COMPANY_B-772025,COMPANY_B,1718.09,TXN Merchant_1672 TVA REF-TTQ1EG2S,0,11,ADJUSTMENT_12_B_COMPANY_B-772025
Merchant_1059 SDY,Retail,Uber,GBP,FEE_68_B,COMPANY_B-384247,COMPANY_B,4703.79,TXN Merchant_1059 SDY REF-9YW51E9F,9,5,FEE_68_B_COMPANY_B-384247
Merchant_2437 ODU,Tech,Uber,INR,FEE_52_B,COMPANY_B-384247,COMPANY_B,4388.33,TXN Merchant_2437 ODU REF-K5AYKB83,8,5,FEE_52_B_COMPANY_B-384247
