merchant_name,merchant_group,merchant_category,currency,cc_type,cc_code,company_id,amount,description,cc_type_id,cc_code_id,stratify_col
Merchant_3676 AIR,Retail,Electric,EUR,FEE_93_C,COMPANY_C-771754,COMPANY_C,4386.61,TXN Merchant_3676 AIR REF-SMHCG6SO,2,12,FEE_93_C_COMPANY_C-771754
Merchant_3985 KCN,Logistics,Cafe,EUR,ADJUSTMENT_26_C,COMPANY_C-994015,COMPANY_C,2683.55,TXN Merchant_3985 KCN REF-ODKVGREI,0,16,ADJUSTMENT_26_C_COMPANY_C-994015
Merchant_2692 JOE,Utilities,Electric,USD,INTEREST_47_C,COMPANY_C-994015,COMPANY_C,1906.48,TXN Merchant_2692 JOE REF-1YUNNZ92,3,16,INTEREST_47_C_COMPANY_C-994015
Merchant_3418 WJY,Food,Hotel,INR,FEE_93_C,COMPANY_C-993329,COMPANY_C,2265.68,TXN Merchant_3418 WJY REF-8QFUX2Y3,2,15,FEE_93_C_COMPANY_C-993329
Merchant_2562 WCR,Utilities,Hotel,USD,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,3611.08,TXN Merchant_2562 WCR REF-0TC8XIK5,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_2562 WCR,Utilities,Hotel,USD,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,3078.92,TXN Merchant_2562 WCR REF-M6QYGLWI,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_240 BBF,Tech,SaaS,EUR,REFUND_11_C,COMPANY_C-160189,COMPANY_C,2952.26,TXN Merchant_240 BBF REF-YQODUEVK,8,2,REFUND_11_C_COMPANY_C-160189
Merchant_257 RMF,Logistics,Hotel,USD,BILL_96_C,COMPANY_C-361663,COMPANY_C,4054.5,TXN Merchant_257 RMF REF-F9J2IVGN,1,4,BILL_96_C_COMPANY_C-361663
Merchant_3570 GYD,Retail,Electric,GBP,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,3054.93,TXN Merchant_3570 GYD REF-13I816MD,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_152 QPT,Utilities,Cafe,GBP,ADJUSTMENT_26_C,COMPANY_C-994015,COMPANY_C,1066.52,TXN Merchant_152 QPT REF-XF6IH3R8,0,16,ADJUSTMENT_26_C_COMPANY_C-994015
Merchant_4578 TQT,Travel,Airline,EUR,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,2223.64,TXN Merchant_4578 TQT REF-5GDH7R2V,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_2071 RXU,Tech,Airline,USD,REFUND_41_C,COMPANY_C-892494,COMPANY_C,195.35,TXN Merchant_2071 RXU REF-TMUM8JHQ,10,13,REFUND_41_C_COMPANY_C-892494
Merchant_1980 ATY,Utilities,SaaS,GBP,REFUND_41_C,COMPANY_C-993329,COMPANY_C,3559.19,TXN Merchant_1980 ATY REF-QUGTGJC0,10,15,REFUND_41_C_COMPANY_C-993329
Merchant_2573 MJI,Tech,Electric,EUR,WITHDRAWAL_58_C,COMPANY_C-361663,COMPANY_C,835.05,TXN Merchant_2573 MJI REF-QNIPWN9T,14,4,WITHDRAWAL_58_C_COMPANY_C-361663
Merchant_3303 YZV,Retail,Uber,EUR,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,3645.33,TXN Merchant_3303 YZV REF-93OT5AND,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_2679 QJZ,Logistics,SaaS,EUR,BILL_96_C,COMPANY_C-142907,COMPANY_C,712.42,TXN Merchant_2679 QJZ REF-KFHA6YB4,1,1,BILL_96_C_COMPANY_C-142907
Merchant_3418 WJY,Food,Hotel,INR,FEE_93_C,COMPANY_C-993329,COMPANY_C,3081.7,TXN Merchant_3418 WJY REF-LSFQP83V,2,15,FEE_93_C_COMPANY_C-993329
Merchant_3390 PPU,Travel,Store,USD,ONLINE_83_C,COMPANY_C-725545,COMPANY_C,2373.67,TXN Merchant_3390 PPU REF-AXHPWAUC,7,10,ONLINE_83_C_COMPANY_C-725545
Merchant_2186 LRP,Utilities,Store,USD,INTEREST_85_C,COMPANY_C-608678,COMPANY_C,3626.9,TXN Merchant_2186 LRP REF-9K5PCY74,5,8,INTEREST_85_C_COMPANY_C-608678
Merchant_1700 DCK,Retail,Store,USD,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,1576.71,TXN Merchant_1700 DCK REF-JWSKRVEI,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_2035 XMI,Travel,Uber,EUR,REFUND_11_C,COMPANY_C-361663,COMPANY_C,2948.08,TXN Merchant_2035 XMI REF-YLP4ES9K,8,4,REFUND_11_C_COMPANY_C-361663
Merchant_4920 GYX,Consulting,Uber,EUR,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,2552.5,TXN Merchant_4920 GYX REF-ZX9WRQ5V,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_1063 JKX,Retail,Airline,EUR,INTEREST_47_C,COMPANY_C-725545,COMPANY_C,2601.62,TXN Merchant_1063 JKX REF-729GJS90,3,10,INTEREST_47_C_COMPANY_C-725545
Merchant_1336 GRB,Utilities,Uber,EUR,ONLINE_31_C,COMPANY_C-237489,COMPANY_C,1420.88,TXN Merchant_1336 GRB REF-20YOKLIC,6,3,ONLINE_31_C_COMPANY_C-237489
Merchant_2461 ZXT,Consulting,Hotel,GBP,ONLINE_31_C,COMPANY_C-237489,COMPANY_C,2894.19,TXN Merchant_2461 ZXT REF-MTVAA01S,6,3,ONLINE_31_C_COMPANY_C-237489
Merchant_163 OZW,Utilities,Cafe,EUR,REFUND_11_C,COMPANY_C-132039,COMPANY_C,3289.64,TXN Merchant_163 OZW REF-ASSFOTUN,8,0,REFUND_11_C_COMPANY_C-132039
Merchant_3760 ZFA,Tech,Uber,INR,REFUND_28_C,COMPANY_C-608678,COMPANY_C,2487.38,TXN Merchant_3760 ZFA REF-I6G1T0H3,9,8,REFUND_28_C_COMPANY_C-608678
Merchant_2692 JOE,Utilities,Electric,USD,INTEREST_47_C,COMPANY_C-994015,COMPANY_C,3461.95,TXN Merchant_2692 JOE REF-MGX0DXFX,3,16,INTEREST_47_C_COMPANY_C-994015
Merchant_3248 ZOB,Retail,Hotel,EUR,REFUND_41_C,COMPANY_C-919610,COMPANY_C,2768.56,TXN Merchant_3248 ZOB REF-TVV7IIXD,10,14,REFUND_41_C_COMPANY_C-919610
Merchant_4586 VTI,Tech,Airline,INR,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,1055.57,TXN Merchant_4586 VTI REF-SEVBJ6W5,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_2562 WCR,Utilities,Hotel,USD,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,2475.5,TXN Merchant_2562 WCR REF-W4KWHBDX,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_1006 WHE,Utilities,Hotel,INR,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,3026.63,TXN Merchant_1006 WHE REF-EFFVJTT9,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_4379 HFR,Retail,Airline,GBP,FEE_93_C,COMPANY_C-771754,COMPANY_C,2933.2,TXN Merchant_4379 HFR REF-AVLMN44H,2,12,FEE_93_C_COMPANY_C-771754
Merchant_3156 OEE,Consulting,Hotel,GBP,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,3514.93,TXN Merchant_3156 OEE REF-Y58HC2BL,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_4712 OVQ,Tech,Electric,USD,WITHDRAWAL_58_C,COMPANY_C-361663,COMPANY_C,2910.17,TXN Merchant_4712 OVQ REF-K5ZTPZG1,14,4,WITHDRAWAL_58_C_COMPANY_C-361663
Merchant_3156 OEE,Consulting,Hotel,GBP,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,2027.65,TXN Merchant_3156 OEE REF-C18TWDU0,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_732 RZV,Utilities,Hotel,USD,FEE_93_C,COMPANY_C-993329,COMPANY_C,4116.94,TXN Merchant_732 RZV REF-BNLN4KIN,2,15,FEE_93_C_COMPANY_C-993329
Merchant_2692 JOE,Utilities,Electric,USD,INTEREST_47_C,COMPANY_C-994015,COMPANY_C,241.94,TXN Merchant_2692 JOE REF-60N8PB4I,3,16,INTEREST_47_C_COMPANY_C-994015
Merchant_2625 JZI,Logistics,Store,INR,INTEREST_47_C,COMPANY_C-994015,COMPANY_C,3365.29,TXN Merchant_2625 JZI REF-H82LACLU,3,16,INTEREST_47_C_COMPANY_C-994015
Merchant_2193 SNP,Logistics,Electric,GBP,WITHDRAWAL_14_C,COMPANY_C-892494,COMPANY_C,616.02,TXN Merchant_2193 SNP REF-K9YO796P,13,13,WITHDRAWAL_14_C_COMPANY_C-892494
Merchant_3570 GYD,Retail,Electric,GBP,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,2958.74,TXN Merchant_3570 GYD REF-BUIFG9DR,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_1853 PIC,Retail,Electric,USD,ONLINE_83_C,COMPANY_C-725545,COMPANY_C,87.83,TXN Merchant_1853 PIC REF-CU1B8QSN,7,10,ONLINE_83_C_COMPANY_C-725545
Merchant_2562 WCR,Utilities,Hotel,USD,INTEREST_47_C,COMPANY_C-132039,COMPANY_C,1158.9,TXN Merchant_2562 WCR REF-77WUOV75,3,0,INTEREST_47_C_COMPANY_C-132039
Merchant_3847 QGX,Food,Store,GBP,INTEREST_47_C,COMPANY_C-725545,COMPANY_C,1687.16,TXN Merchant_3847 QGX REF-BI8FQWUD,3,10,INTEREST_47_C_COMPANY_C-725545
Merchant_573 VQB,Consulting,Uber,INR,ONLINE_31_C,COMPANY_C-237489,COMPANY_C,1185.88,TXN Merchant_573 VQB REF-IPHHR9KL,6,3,ONLINE_31_C_COMPANY_C-237489
Merchant_2102 KPN,Food,Uber,USD,BILL_96_C,COMPANY_C-684073,COMPANY_C,4051.16,TXN Merchant_2102 KPN REF-F8N38QG8,1,9,BILL_96_C_COMPANY_C-684073
Merchant_3213 ZRU,Tech,Airline,USD,REFUND_11_C,COMPANY_C-919610,COMPANY_C,535.82,TXN Merchant_3213 ZRU REF-AF18HW8Z,8,14,REFUND_11_C_COMPANY_C-919610
Merchant_2494 MAB,Tech,Store,GBP,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,833.28,TXN Merchant_2494 MAB REF-WRFOXVM4,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_2035 XMI,Travel,Uber,EUR,REFUND_11_C,COMPANY_C-361663,COMPANY_C,3717.75,TXN Merchant_2035 XMI REF-HPUN6Y8U,8,4,REFUND_11_C_COMPANY_C-361663
Merchant_119 ARG,Consulting,Electric,USD,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,2725.22,TXN Merchant_119 ARG REF-T0008XVC,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_1080 NNC,Utilities,Hotel,EUR,INTEREST_54_C,COMPANY_C-459282,COMPANY_C,3073.99,TXN Merchant_1080 NNC REF-XAPA0XUU,4,5,INTEREST_54_C_COMPANY_C-459282
Merchant_516 URM,Consulting,Airline,INR,REFUND_62_C,COMPANY_C-500126,COMPANY_C,368.04,TXN Merchant_516 URM REF-OVKUPE32,11,6,REFUND_62_C_COMPANY_C-500126
Merchant_4350 BXZ,Logistics,Store,INR,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,407.0,TXN Merchant_4350 BXZ REF-2FJJGYSO,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_1853 PIC,Retail,Electric,USD,ONLINE_83_C,COMPANY_C-725545,COMPANY_C,1714.9,TXN Merchant_1853 PIC REF-IUDGAWRS,7,10,ONLINE_83_C_COMPANY_C-725545
Merchant_3329 GVE,Consulting,SaaS,USD,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,4589.97,TXN Merchant_3329 GVE REF-QQU7P2P2,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_4645 MHS,Retail,Hotel,GBP,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,3226.68,TXN Merchant_4645 MHS REF-N46BP8K1,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_3271 PSK,Utilities,Electric,GBP,REFUND_41_C,COMPANY_C-993329,COMPANY_C,1254.54,TXN Merchant_3271 PSK REF-TKHD94AZ,10,15,REFUND_41_C_COMPANY_C-993329
Merchant_3271 PSK,Utilities,Electric,GBP,REFUND_41_C,COMPANY_C-993329,COMPANY_C,4085.94,TXN Merchant_3271 PSK REF-7WPRJ67V,10,15,REFUND_41_C_COMPANY_C-993329
Merchant_3156 OEE,Consulting,Hotel,GBP,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,533.04,TXN Merchant_3156 OEE REF-WE2ILIRL,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_2483 FQM,Tech,Airline,INR,ONLINE_83_C,COMPANY_C-725545,COMPANY_C,3493.67,TXN Merchant_2483 FQM REF-EL5LX7MK,7,10,ONLINE_83_C_COMPANY_C-725545
Merchant_3988 CSW,Food,Hotel,EUR,FEE_93_C,COMPANY_C-993329,COMPANY_C,4956.56,TXN Merchant_3988 CSW REF-OCG3TOKS,2,15,FEE_93_C_COMPANY_C-993329
Merchant_3760 ZFA,Tech,Uber,INR,REFUND_28_C,COMPANY_C-608678,COMPANY_C,1248.7,TXN Merchant_3760 ZFA REF-B5L3ZYNE,9,8,REFUND_28_C_COMPANY_C-608678
Merchant_3392 BXZ,Utilities,Uber,INR,REFUND_41_C,COMPANY_C-725545,COMPANY_C,561.15,TXN Merchant_3392 BXZ REF-ZCZ3SVTS,10,10,REFUND_41_C_COMPANY_C-725545
Merchant_1166 HEE,Tech,SaaS,GBP,REFUND_28_C,COMPANY_C-608678,COMPANY_C,3206.98,TXN Merchant_1166 HEE REF-2UUY6EQA,9,8,REFUND_28_C_COMPANY_C-608678
Merchant_2304 HIM,Retail,Uber,GBP,WITHDRAWAL_58_C,COMPANY_C-520557,COMPANY_C,3385.9,TXN Merchant_2304 HIM REF-1LEA1KM5,14,7,WITHDRAWAL_58_C_COMPANY_C-520557
Merchant_4920 GYX,Consulting,Uber,EUR,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,3609.97,TXN Merchant_4920 GYX REF-9J0W2QWU,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_1089 LRR,Utilities,Airline,INR,FEE_93_C,COMPANY_C-993329,COMPANY_C,4754.33,TXN Merchant_1089 LRR REF-SV3DP87I,2,15,FEE_93_C_COMPANY_C-993329
Merchant_3951 QRT,Utilities,Hotel,INR,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,4204.69,TXN Merchant_3951 QRT REF-GZ2IU0S8,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_4237 FUL,Utilities,Uber,EUR,ONLINE_31_C,COMPANY_C-237489,COMPANY_C,199.95,TXN Merchant_4237 FUL REF-5DNHBUXL,6,3,ONLINE_31_C_COMPANY_C-237489
Merchant_2432 RYO,Tech,SaaS,GBP,WITHDRAWAL_58_C,COMPANY_C-361663,COMPANY_C,77.38,TXN Merchant_2432 RYO REF-IZSDKY1B,14,4,WITHDRAWAL_58_C_COMPANY_C-361663
Merchant_4920 GYX,Consulting,Uber,EUR,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,1958.48,TXN Merchant_4920 GYX REF-B5F1CZUI,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_1980 ATY,Utilities,SaaS,GBP,REFUND_41_C,COMPANY_C-993329,COMPANY_C,560.82,TXN Merchant_1980 ATY REF-PY51P8HM,10,15,REFUND_41_C_COMPANY_C-993329
Merchant_2193 SNP,Logistics,Electric,GBP,WITHDRAWAL_14_C,COMPANY_C-892494,COMPANY_C,4139.67,TXN Merchant_2193 SNP REF-KEZUCH1W,13,13,WITHDRAWAL_14_C_COMPANY_C-892494
Merchant_4920 GYX,Consulting,Uber,EUR,ONLINE_31_C,COMPANY_C-684073,COMPANY_C,4092.35,TXN Merchant_4920 GYX REF-BTSZBW7B,6,9,ONLINE_31_C_COMPANY_C-684073
Merchant_753 RMV,Consulting,Electric,USD,REFUND_11_C,COMPANY_C-919610,COMPANY_C,2949.46,TXN Merchant_753 RMV REF-1SGA7SIG,8,14,REFUND_11_C_COMPANY_C-919610
Merchant_4350 BXZ,Logistics,Store,INR,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,984.58,TXN Merchant_4350 BXZ REF-HKFQCCHK,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_2035 XMI,Travel,Uber,EUR,REFUND_11_C,COMPANY_C-361663,COMPANY_C,1830.34,TXN Merchant_2035 XMI REF-KHCYUYCN,8,4,REFUND_11_C_COMPANY_C-361663
Merchant_687 RDK,Food,Cafe,GBP,REFUND_11_C,COMPANY_C-361663,COMPANY_C,1742.23,TXN Merchant_687 RDK REF-RD3HALJK,8,4,REFUND_11_C_COMPANY_C-361663
Merchant_3418 WJY,Food,Hotel,INR,FEE_93_C,COMPANY_C-993329,COMPANY_C,1228.16,TXN Merchant_3418 WJY REF-QVTZRLM0,2,15,FEE_93_C_COMPANY_C-993329
Merchant_652 EPX,Utilities,Hotel,USD,REFUND_41_C,COMPANY_C-993329,COMPANY_C,3637.63,TXN Merchant_652 EPX REF-SZDBABE6,10,15,REFUND_41_C_COMPANY_C-993329
Merchant_1166 HEE,Tech,SaaS,GBP,REFUND_28_C,COMPANY_C-608678,COMPANY_C,2902.41,TXN Merchant_1166 HEE REF-U003GIQ8,9,8,REFUND_28_C_COMPANY_C-608678
Merchant_4578 TQT,Travel,Airline,EUR,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,2563.61,TXN Merchant_4578 TQT REF-1MJ4YX0H,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
Merchant_3760 ZFA,Tech,Uber,INR,REFUND_28_C,COMPANY_C-608678,COMPANY_C,3988.73,TXN Merchant_3760 ZFA REF-1ED9K0XH,9,8,REFUND_28_C_COMPANY_C-608678
Merchant_732 RZV,Utilities,Hotel,USD,FEE_93_C,COMPANY_C-993329,COMPANY_C,584.22,TXN Merchant_732 RZV REF-BYNLO0KY,2,15,FEE_93_C_COMPANY_C-993329
Merchant_3768 FTH,Tech,SaaS,EUR,REFUND_11_C,COMPANY_C-160189,COMPANY_C,4114.02,TXN Merchant_3768 FTH REF-RXTX1YVJ,8,2,REFUND_11_C_COMPANY_C-160189
Merchant_4237 FUL,Utilities,Uber,EUR,ONLINE_31_C,COMPANY_C-237489,COMPANY_C,4292.2,TXN Merchant_4237 FUL REF-WJRJPKZG,6,3,ONLINE_31_C_COMPANY_C-237489
Merchant_3451 QTQ,Tech,Hotel,EUR,REFUND_62_C,COMPANY_C-500126,COMPANY_C,1037.98,TXN Merchant_3451 QTQ REF-YJE5RGH5,11,6,REFUND_62_C_COMPANY_C-500126
Merchant_4645 MHS,Retail,Hotel,GBP,INTEREST_54_C,COMPANY_C-160189,COMPANY_C,2393.66,TXN Merchant_4645 MHS REF-THDNN88W,4,2,INTEREST_54_C_COMPANY_C-160189
Merchant_845 RSY,Tech,SaaS,GBP,REFUND_11_C,COMPANY_C-361663,COMPANY_C,2792.25,TXN Merchant_845 RSY REF-VCJNIYTN,8,4,REFUND_11_C_COMPANY_C-361663
Merchant_3394 PEE,Food,Hotel,USD,WITHDRAWAL_58_C,COMPANY_C-520557,COMPANY_C,684.47,TXN Merchant_3394 PEE REF-69X0QABB,14,7,WITHDRAWAL_58_C_COMPANY_C-520557
Merchant_4716 MZM,Utilities,Airline,INR,WITHDRAWAL_58_C,COMPANY_C-520557,COMPANY_C,949.82,TXN Merchant_4716 MZM REF-99CQ6PYJ,14,7,WITHDRAWAL_58_C_COMPANY_C-520557
Merchant_1089 LRR,Utilities,Airline,INR,FEE_93_C,COMPANY_C-993329,COMPANY_C,1071.67,TXN Merchant_1089 LRR REF-SKYLXB9G,2,15,FEE_93_C_COMPANY_C-993329
Merchant_4613 PBJ,Tech,Store,EUR,REFUND_90_C,COMPANY_C-994015,COMPANY_C,4034.68,TXN Merchant_4613 PBJ REF-LJQOPEEJ,12,16,REFUND_90_C_COMPANY_C-994015
Merchant_4517 GPZ,Food,Uber,GBP,ADJUSTMENT_26_C,COMPANY_C-132039,COMPANY_C,2195.57,TXN Merchant_4517 GPZ REF-GLZH8UVL,0,0,ADJUSTMENT_26_C_COMPANY_C-132039
