merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Manufacturing,"Jackson, Evans and Travis sba",POS_DVH,39008,8,20,POS_DVH_39008
Energy,Flores PLC dly,POS_DVH,36575,8,14,POS_DVH_36575
Retail,"Ford, Sims and Gilbert lnf",Fee_LDP,35634,7,12,Fee_LDP_35634
Finance,"Cruz, Stanley and Perez atx",Auto_LVC,40913,4,25,Auto_LVC_40913
Construction,"Franklin, Rogers and Hall ukn",Auto_RSY,37873,5,18,Auto_RSY_37873
Retail,"Martin, Parker and Porter fmd",Fee_CHW,39116,6,22,Fee_CHW_39116
Media,Lyons and Sons uzg,Wire_CHB,32496,11,1,Wire_CHB_32496
Finance,"Gonzalez, Alvarez and Smith faj",Wire_NMT,37153,13,16,Wire_NMT_37153
Telecom,"Gamble, Smith and Walter ofk",Fee_CHW,39116,6,22,Fee_CHW_39116
Manufacturing,Stevenson Inc gll,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Construction,Franklin-Johnson yqf,ACH_UTR,32404,2,0,ACH_UTR_32404
Telecom,Ramirez-Franco cuy,Wire_NMT,37153,13,16,Wire_NMT_37153
Finance,Robinson-Holmes fjj,Wire_NMT,37153,13,16,Wire_NMT_37153
Construction,Marsh Ltd bwk,Wire_FFW,35743,12,13,Wire_FFW_35743
Retail,"Harrington, Williams and Garner fjn",POS_DVH,34062,8,9,POS_DVH_34062
Energy,"Rosales, Dominguez and Lambert tjm",ACH_UTR,32404,2,0,ACH_UTR_32404
Finance,West and Sons lys,Auto_RSY,33731,5,8,Auto_RSY_33731
Real Estate,Williams-Woodard idw,Wire_FFW,39013,12,21,Wire_FFW_39013
Retail,"Day, Baker and Parks miv",Wire_NMT,37153,13,16,Wire_NMT_37153
Legal,Kim Ltd anv,Fee_CHW,35497,6,11,Fee_CHW_35497
Construction,"Martin, Wong and Mccarthy bmf",Auto_RSY,39331,5,23,Auto_RSY_39331
Retail,"Eaton, Mcdaniel and Lewis aml",POS_DVH,39008,8,20,POS_DVH_39008
Real Estate,Jones Ltd nqu,Auto_BZE,34965,3,10,Auto_BZE_34965
Energy,Shepherd-Jackson jjh,Auto_BZE,39641,3,24,Auto_BZE_39641
Media,Smith Ltd cba,Fee_LDP,35634,7,12,Fee_LDP_35634
Telecom,Mosley-Ruiz zkk,Auto_RSY,37873,5,18,Auto_RSY_37873
Energy,Morrison Ltd lzv,Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,Mercer-Smith dhc,POS_DVH,36575,8,14,POS_DVH_36575
Manufacturing,Hansen-Melton joa,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Education,"Green, Wong and Gallagher jgv",POS_DVH,34062,8,9,POS_DVH_34062
Retail,Byrd Group rqs,Auto_RSY,37873,5,18,Auto_RSY_37873
Manufacturing,Reynolds LLC ydz,Auto_BZE,39641,3,24,Auto_BZE_39641
Legal,Edwards PLC ezs,Auto_LVC,40913,4,25,Auto_LVC_40913
Education,Arnold-Sullivan lbx,Auto_LVC,40913,4,25,Auto_LVC_40913
Real Estate,Carr Group unn,Fee_CHW,35497,6,11,Fee_CHW_35497
Media,Chapman-Carter sne,Auto_RSY,32927,5,4,Auto_RSY_32927
Finance,"Cruz, Stanley and Perez atx",Auto_LVC,40913,4,25,Auto_LVC_40913
Media,"Brown, Higgins and Miller zgd",Wire_CHB,35497,11,11,Wire_CHB_35497
Real Estate,Ford Group mfp,ACH_UTR,32404,2,0,ACH_UTR_32404
Energy,"Graham, Kelly and Dougherty sfr",Fee_LDP,35634,7,12,Fee_LDP_35634
Energy,Morales-Burns udv,ACH_SMW,33256,1,6,ACH_SMW_33256
Real Estate,"Lloyd, Mann and Rodriguez rfc",Wire_FFW,35743,12,13,Wire_FFW_35743
Finance,"Howard, Thomas and Johnson wbu",Wire_FFW,39013,12,21,Wire_FFW_39013
Energy,"Hawkins, Gordon and Thomas zxv",ACH_UTR,32404,2,0,ACH_UTR_32404
Finance,Terry and Sons vud,Auto_RSY,33145,5,5,Auto_RSY_33145
Media,Brandt-Ruiz okt,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Media,Chapman-Carter sne,Auto_RSY,32927,5,4,Auto_RSY_32927
Legal,"Short, Simpson and Roberts tqs",Auto_RSY,32772,5,2,Auto_RSY_32772
Finance,Beard-Anderson ugd,Fee_CHW,35497,6,11,Fee_CHW_35497
Energy,Hernandez-Best ytk,Wire_CHB,32496,11,1,Wire_CHB_32496
Media,Kelly-Garcia zha,POS_DVH,36575,8,14,POS_DVH_36575
Media,Thompson-Osborne rbx,POS_DVH,39008,8,20,POS_DVH_39008
Construction,Miller-Newton njt,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Telecom,Mosley-Ruiz zkk,Auto_RSY,37873,5,18,Auto_RSY_37873
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496,11,1,Wire_CHB_32496
Real Estate,"Rose, Cunningham and Bennett hdo",Wire_CHB,35497,11,11,Wire_CHB_35497
Construction,Gilmore-Bryant ndl,Wire_CHB,32496,11,1,Wire_CHB_32496
Energy,Vega-Lewis sog,Auto_RSY,32927,5,4,Auto_RSY_32927
Construction,Rangel-Mullins vgw,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Media,"Johnson, Navarro and Martin gil",Wire_CHB,38735,11,19,Wire_CHB_38735
Education,"Porter, Ballard and Castillo fwa",POS_DVH,36575,8,14,POS_DVH_36575
Retail,"Dalton, Jackson and Underwood aah",Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,"Ferguson, Ortiz and Hardy fru",Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,Molina-Chung mmg,Auto_RSY,39331,5,23,Auto_RSY_39331
Media,Hughes-Mclean mnu,Auto_RSY,39331,5,23,Auto_RSY_39331
Retail,Johnson Group nsk,Auto_RSY,39331,5,23,Auto_RSY_39331
Energy,"Alexander, Hughes and Burgess lhl",Fee_CHW,35497,6,11,Fee_CHW_35497
Energy,Brown LLC ohn,Wire_FFW,35743,12,13,Wire_FFW_35743
Finance,"Castillo, Gonzalez and Hardin zsn",Auto_RSY,33731,5,8,Auto_RSY_33731
Construction,Flynn-Johnson niy,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Legal,Mcgee-Johnson mti,Wire_FFW,37094,12,15,Wire_FFW_37094
Legal,Garcia LLC nma,Wire_FFW,37094,12,15,Wire_FFW_37094
Energy,Morales-Burns udv,ACH_SMW,33256,1,6,ACH_SMW_33256
Construction,"Flores, Carpenter and Smith kmj",Auto_RSY,33731,5,8,Auto_RSY_33731
Legal,"Holland, Bennett and Perez cxk",Wire_FFW,35743,12,13,Wire_FFW_35743
Finance,"Burke, Pierce and Le xhe",POS_DVH,39008,8,20,POS_DVH_39008
Construction,Garcia-Richardson tng,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Legal,Romero-Perez ivn,Wire_FFW,39013,12,21,Wire_FFW_39013
Energy,Frazier LLC rcv,Wire_CHB,38735,11,19,Wire_CHB_38735
Media,"Gonzalez, Ortiz and Bray pfa",POS_DVH,34062,8,9,POS_DVH_34062
Retail,Hammond Ltd voi,POS_DVH,36575,8,14,POS_DVH_36575
Media,Brown-Ruiz laz,ACH_SMW,33256,1,6,ACH_SMW_33256
Energy,"Palmer, Newman and Rogers noe",Wire_CHB,35497,11,11,Wire_CHB_35497
Construction,Singleton LLC ibc,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Manufacturing,Ruiz and Sons pnb,Wire_CHB,35497,11,11,Wire_CHB_35497
Energy,King-Combs bct,Auto_BZE,34965,3,10,Auto_BZE_34965
Manufacturing,Ruiz and Sons pnb,Wire_CHB,35497,11,11,Wire_CHB_35497
Telecom,Hudson-Zimmerman xum,POS_DVH,39008,8,20,POS_DVH_39008
Legal,Vaughan-Turner fdc,Auto_RSY,39331,5,23,Auto_RSY_39331
Retail,Pena-Rodriguez dks,Wire_NMT,37153,13,16,Wire_NMT_37153
Real Estate,"Brady, Castillo and West cva",Auto_RSY,33145,5,5,Auto_RSY_33145
Retail,Brooks PLC far,Auto_RSY,37873,5,18,Auto_RSY_37873
Finance,Kaufman PLC qwf,POS_DVH,36575,8,14,POS_DVH_36575
Telecom,Diaz PLC yiz,Auto_RSY,32927,5,4,Auto_RSY_32927
Legal,Vaughan-Turner fdc,Auto_RSY,39331,5,23,Auto_RSY_39331
Telecom,Stewart-Farrell ses,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Finance,"Johnson, Guzman and Garza yjq",ACH_HNZ,32870,0,3,ACH_HNZ_32870
Construction,Miller-Newton njt,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Manufacturing,Johnson Ltd asv,ACH_SMW,33256,1,6,ACH_SMW_33256
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153,13,16,Wire_NMT_37153
Energy,Shepherd Inc mim,Auto_RSY,32927,5,4,Auto_RSY_32927
Energy,"Palmer, Newman and Rogers noe",Wire_CHB,35497,11,11,Wire_CHB_35497
Retail,Farrell Inc hwq,POS_DVH,36575,8,14,POS_DVH_36575
Construction,Smith-Gilbert yib,ACH_UTR,32404,2,0,ACH_UTR_32404
Education,Luna and Sons czz,Auto_RSY,33731,5,8,Auto_RSY_33731
Energy,Morales-Burns udv,ACH_SMW,33256,1,6,ACH_SMW_33256
Construction,Carlson LLC tyq,Fee_CHW,39116,6,22,Fee_CHW_39116
Retail,"Ford, Sims and Gilbert lnf",Fee_LDP,35634,7,12,Fee_LDP_35634
Media,Clay LLC xlo,Auto_BZE,34965,3,10,Auto_BZE_34965
Real Estate,Mathews PLC idw,ACH_UTR,32404,2,0,ACH_UTR_32404
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496,11,1,Wire_CHB_32496
Legal,Wright Ltd mok,Fee_CHW,39116,6,22,Fee_CHW_39116
Manufacturing,"Roberts, Cordova and Bryant hvr",Auto_RSY,39331,5,23,Auto_RSY_39331
Construction,Thomas and Sons frv,Fee_LDP,35634,7,12,Fee_LDP_35634
Retail,Cuevas and Sons hxj,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Manufacturing,"Reynolds, Schwartz and Lopez gmk",Wire_FFW,37094,12,15,Wire_FFW_37094
Construction,Grant Inc wlp,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Telecom,"Mann, Villarreal and Dennis xxa",Wire_CHB,38735,11,19,Wire_CHB_38735
Media,"West, Nguyen and Rodriguez rlw",Wire_NMT,37153,13,16,Wire_NMT_37153
Education,"Brooks, Jones and Garrett lar",Fee_CHW,35497,6,11,Fee_CHW_35497
Education,Ellis-Johnson fni,Wire_CHB,32496,11,1,Wire_CHB_32496
Telecom,"Gutierrez, King and Mcguire zrx",ACH_UTR,32404,2,0,ACH_UTR_32404
Media,Gomez Group zhr,ACH_SMW,33319,1,7,ACH_SMW_33319
Energy,Gonzales PLC vdv,Auto_RSY,32927,5,4,Auto_RSY_32927
Legal,Perez-Williams axl,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Construction,Peterson-Collins gaq,POS_DVH,39008,8,20,POS_DVH_39008
Finance,"Gray, Haley and Parker dzq",Auto_RSY,32927,5,4,Auto_RSY_32927
Real Estate,Williams-Woodard idw,Wire_FFW,39013,12,21,Wire_FFW_39013
Education,"Smith, Ware and Ellis hsc",Wire_CHB,35497,11,11,Wire_CHB_35497
Construction,Boyd Inc laz,Fee_CHW,39116,6,22,Fee_CHW_39116
Construction,Escobar Ltd kht,POS_DVH,39008,8,20,POS_DVH_39008
Finance,Nielsen-Hale vpt,Auto_BZE,39641,3,24,Auto_BZE_39641
Energy,Frazier LLC rcv,Wire_CHB,38735,11,19,Wire_CHB_38735
Real Estate,"Lewis, Huynh and Goodman lur",Wire_NMT,37153,13,16,Wire_NMT_37153
Manufacturing,"Powell, Moon and Davis rbe",POS_DVH,34062,8,9,POS_DVH_34062
Construction,"Martinez, Simpson and Bowman bwe",Wire_FFW,35743,12,13,Wire_FFW_35743
Legal,Perez-Williams axl,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Energy,Wells Inc yac,Wire_FFW,37094,12,15,Wire_FFW_37094
Finance,Fisher and Sons kem,POS_DVH,34062,8,9,POS_DVH_34062
Energy,"Ayers, Kelley and Spencer fuy",POS_DVH,39008,8,20,POS_DVH_39008
Construction,Sanchez Ltd hmu,Wire_NMT,37153,13,16,Wire_NMT_37153
Legal,"Avila, Cook and Chase vqg",Auto_RSY,32772,5,2,Auto_RSY_32772
Telecom,"Barnes, Hamilton and Murphy ymm",Auto_BZE,39641,3,24,Auto_BZE_39641
Energy,"Fisher, Garcia and Fry ktt",Fee_LDP,35634,7,12,Fee_LDP_35634
Retail,"Martin, Parker and Porter fmd",Fee_CHW,39116,6,22,Fee_CHW_39116
Telecom,Stephens-Torres hwu,POS_DVH,34062,8,9,POS_DVH_34062
Finance,Beard-Anderson ugd,Fee_CHW,35497,6,11,Fee_CHW_35497
Legal,Bond and Sons dgr,Auto_LVC,38735,4,19,Auto_LVC_38735
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735,4,19,Auto_LVC_38735
Education,"Brown, Morgan and Jacobs rou",ACH_SMW,33319,1,7,ACH_SMW_33319
Media,Smith Ltd cba,Fee_LDP,35634,7,12,Fee_LDP_35634
Telecom,Perez-Freeman muv,Fee_CHW,35497,6,11,Fee_CHW_35497
Telecom,"Singleton, Nguyen and Downs hah",Wire_CHB,32496,11,1,Wire_CHB_32496
Manufacturing,Irwin Inc ksl,Auto_LVC,40913,4,25,Auto_LVC_40913
Retail,"Day, Baker and Parks miv",Wire_NMT,37153,13,16,Wire_NMT_37153
Telecom,Little Inc wux,Auto_RSY,32772,5,2,Auto_RSY_32772
Energy,Mathis PLC xth,Auto_RSY,32772,5,2,Auto_RSY_32772
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965,3,10,Auto_BZE_34965
Legal,Wells Group xlb,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Telecom,Mercer LLC flx,Auto_LVC,40913,4,25,Auto_LVC_40913
Construction,Mayo PLC cow,Auto_RSY,33145,5,5,Auto_RSY_33145
Finance,"Johnson, Guzman and Garza yjq",ACH_HNZ,32870,0,3,ACH_HNZ_32870
Construction,"Juarez, Weaver and Smith yrj",POS_DVH,39008,8,20,POS_DVH_39008
Real Estate,"Baker, Fisher and Waller jlf",Auto_RSY,32772,5,2,Auto_RSY_32772
Finance,Brown-Houston zlg,Wire_FFW,37094,12,15,Wire_FFW_37094
Education,"Nichols, Keller and Garcia moi",Wire_CHB,32496,11,1,Wire_CHB_32496
Media,Hughes-Mclean mnu,Auto_RSY,39331,5,23,Auto_RSY_39331
Media,"Perez, Pham and Jenkins taa",Fee_LDP,35634,7,12,Fee_LDP_35634
Retail,"Ford, Sims and Gilbert lnf",Fee_LDP,35634,7,12,Fee_LDP_35634
Manufacturing,Irwin Inc ksl,Auto_LVC,40913,4,25,Auto_LVC_40913
Education,"Bridges, Clark and Holloway qen",Auto_RSY,33731,5,8,Auto_RSY_33731
Construction,Singleton LLC ibc,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Telecom,"Hanson, Fitzpatrick and Davis nwf",POS_DVH,39008,8,20,POS_DVH_39008
Real Estate,"King, Ingram and Duncan mug",Auto_RSY,33145,5,5,Auto_RSY_33145
Telecom,Marks and Sons mou,Auto_RSY,37873,5,18,Auto_RSY_37873
Energy,Moon Ltd azj,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Telecom,Diaz Group ecw,Fee_LDP,35634,7,12,Fee_LDP_35634
Legal,"Goodwin, Trujillo and Singleton ayn",Auto_RSY,32927,5,4,Auto_RSY_32927
Construction,Rangel-Mullins vgw,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Finance,"Castillo, Gonzalez and Hardin zsn",Auto_RSY,33731,5,8,Auto_RSY_33731
Manufacturing,Pearson-Riddle jpt,Auto_RSY,32772,5,2,Auto_RSY_32772
Legal,Edwards PLC ezs,Auto_LVC,40913,4,25,Auto_LVC_40913
Energy,"Coleman, Anderson and Vargas yaq",Auto_LVC,38735,4,19,Auto_LVC_38735
Education,"Brown, Morgan and Jacobs rou",ACH_SMW,33319,1,7,ACH_SMW_33319
Legal,Roberts Group bfa,Auto_LVC,40913,4,25,Auto_LVC_40913
Telecom,"Moreno, Valdez and Bowers ueg",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Energy,Hernandez-Best ytk,Wire_CHB,32496,11,1,Wire_CHB_32496
Legal,Powers Ltd rxx,Auto_RSY,33145,5,5,Auto_RSY_33145
Finance,Butler-Gomez fis,Auto_RSY,33145,5,5,Auto_RSY_33145
Manufacturing,Walsh LLC bbt,Wire_CHB,35497,11,11,Wire_CHB_35497
Media,Wilson-White mbs,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Energy,"Jones, Murphy and Brooks ksn",Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,Palmer-Young wmi,Fee_LDP,35634,7,12,Fee_LDP_35634
Education,Mcpherson Ltd siy,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Media,Griffith LLC iyf,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965,3,10,Auto_BZE_34965
Retail,Farrell Inc hwq,POS_DVH,36575,8,14,POS_DVH_36575
Construction,Wright Group uni,Auto_LVC,38735,4,19,Auto_LVC_38735
Manufacturing,"Pearson, Wolf and Boyd tuy",ACH_SMW,33319,1,7,ACH_SMW_33319
Real Estate,"Williams, Dunn and Huffman pfn",Fee_LDP,35634,7,12,Fee_LDP_35634
Construction,Petty-Reyes zwj,Wire_FFW,37094,12,15,Wire_FFW_37094
Legal,Greer-Rodriguez czj,Auto_RSY,37873,5,18,Auto_RSY_37873
Energy,Smith-Jennings plv,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Construction,Pennington-Dawson fgk,Auto_RSY,33731,5,8,Auto_RSY_33731
Education,Morrison PLC rxw,Auto_BZE,34965,3,10,Auto_BZE_34965
Finance,West and Sons lys,Auto_RSY,33731,5,8,Auto_RSY_33731
Energy,"Graham, Kelly and Dougherty sfr",Fee_LDP,35634,7,12,Fee_LDP_35634
Education,Flores-Gomez iaw,Auto_RSY,32772,5,2,Auto_RSY_32772
Real Estate,"King, Ingram and Duncan mug",Auto_RSY,33145,5,5,Auto_RSY_33145
Energy,"Jones, Murphy and Brooks ksn",Auto_RSY,33145,5,5,Auto_RSY_33145
Energy,Moore PLC jee,Auto_BZE,39641,3,24,Auto_BZE_39641
Construction,"Lawrence, Steele and Short dya",Wire_FFW,39013,12,21,Wire_FFW_39013
Telecom,Gonzalez-Williamson rac,ACH_SMW,33319,1,7,ACH_SMW_33319
Retail,Rodriguez Group qjh,Wire_NMT,37153,13,16,Wire_NMT_37153
Finance,Patterson-Alexander kcs,Auto_RSY,33731,5,8,Auto_RSY_33731
Media,Griffin Group lro,Auto_RSY,32772,5,2,Auto_RSY_32772
Telecom,Mercer LLC flx,Auto_LVC,40913,4,25,Auto_LVC_40913
Education,Harris-Martin mmg,POS_DVH,34062,8,9,POS_DVH_34062
Manufacturing,Howard-Leonard liv,Wire_CHB,38735,11,19,Wire_CHB_38735
Energy,Brown LLC ohn,Wire_FFW,35743,12,13,Wire_FFW_35743
Education,Guerra Group qvq,POS_DVH,39008,8,20,POS_DVH_39008
Manufacturing,Johnson Ltd asv,ACH_SMW,33256,1,6,ACH_SMW_33256
Education,Clark-Harper cjr,POS_DVH,39008,8,20,POS_DVH_39008
Manufacturing,"Roberts, Cordova and Bryant hvr",Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,Jones-Watson hat,Wire_FFW,39013,12,21,Wire_FFW_39013
Construction,Woods Group btv,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Manufacturing,Pearson-Riddle jpt,Auto_RSY,32772,5,2,Auto_RSY_32772
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965,3,10,Auto_BZE_34965
Finance,"Christensen, Holt and Mendoza hew",Wire_NMT,37153,13,16,Wire_NMT_37153
Legal,Morgan-Matthews upq,ACH_SMW,33319,1,7,ACH_SMW_33319
Media,Burke Ltd fsq,Wire_FFW,35743,12,13,Wire_FFW_35743
Retail,Jones-Dixon pse,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Retail,Jones-Dixon pse,ACH_HNZ,32870,0,3,ACH_HNZ_32870
