merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Healthcare,Gonzalez-Lee csp,POS_TYB,29810,7,24,POS_TYB_29810
Construction,"Lee, Rodriguez and Erickson brc",POS_SNH,27628,6,19,POS_SNH_27628
Dining,Spencer-Taylor egi,ACH_CPG,22342,0,3,ACH_CPG_22342
Consulting,Camacho PLC zuf,Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,"Crawford, Farrell and Cook txc",POS_TYB,27805,7,20,POS_TYB_27805
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Healthcare,"Reyes, Aguirre and Short xdf",Auto_NXC,24965,1,11,Auto_NXC_24965
Dining,Smith-Evans xjq,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Education,"Strong, Reyes and Mitchell lqm",ACH_CPG,22342,0,3,ACH_CPG_22342
Healthcare,"Johnson, Thomas and Elliott udp",POS_TYB,25337,7,13,POS_TYB_25337
Consulting,Wiggins LLC rhh,Wire_GZU,28996,10,22,Wire_GZU_28996
Manufacturing,Cline LLC sur,POS_TYB,29810,7,24,POS_TYB_29810
Telecom,Jones PLC bwr,ACH_CPG,22342,0,3,ACH_CPG_22342
Manufacturing,"Phillips, Owen and Mcdonald boj",ACH_CPG,22342,0,3,ACH_CPG_22342
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342,0,3,ACH_CPG_22342
Education,Herrera-Howard bdp,POS_SNH,23701,6,6,POS_SNH_23701
Construction,Graham-Morrow ckm,Fee_FPI,26002,4,15,Fee_FPI_26002
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Travel,"French, Rogers and Williams ixj",Auto_YDJ,26462,3,16,Auto_YDJ_26462
Telecom,Nelson LLC lww,POS_TYB,27805,7,20,POS_TYB_27805
Telecom,"Miller, Anderson and Jenkins fwp",Wire_GZU,23588,10,5,Wire_GZU_23588
Consulting,Wiggins LLC rhh,Wire_GZU,28996,10,22,Wire_GZU_28996
Education,Jones PLC ycw,POS_JAR,27257,5,17,POS_JAR_27257
Dining,Whitaker-Garcia lkj,Auto_NXC,23883,1,8,Auto_NXC_23883
Manufacturing,"Flores, Edwards and Mcdowell eju",Wire_GZU,23588,10,5,Wire_GZU_23588
Software,Moore PLC hkt,POS_TYB,22489,7,4,POS_TYB_22489
Manufacturing,"Murphy, Taylor and Baker mqi",ACH_CPG,22342,0,3,ACH_CPG_22342
Education,Jenkins-Hart dty,Auto_NXC,23883,1,8,Auto_NXC_23883
Manufacturing,Molina-Massey dix,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Manufacturing,Hughes-Aguilar smx,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Healthcare,Morton-Duncan jkb,POS_TYB,27805,7,20,POS_TYB_27805
Travel,Gonzalez-Strickland vtl,POS_TYB,25337,7,13,POS_TYB_25337
Finance,Lawrence-Jackson qwg,POS_TYB,27805,7,20,POS_TYB_27805
Education,Jones PLC ycw,POS_JAR,27257,5,17,POS_JAR_27257
Finance,Sandoval Ltd haz,Wire_GZU,28996,10,22,Wire_GZU_28996
Telecom,Taylor LLC mpu,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Consulting,Irwin-Henderson dyv,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Consulting,Santos and Sons oyr,POS_TYB,25337,7,13,POS_TYB_25337
Construction,"Simpson, Glenn and Richardson pug",Auto_NXC,23883,1,8,Auto_NXC_23883
Consulting,"Patterson, Sweeney and Shepard zpt",Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,Arroyo-Fisher kgz,ACH_CPG,23588,0,5,ACH_CPG_23588
Software,"Martinez, Hill and Dorsey iza",Fee_FPI,23814,4,7,Fee_FPI_23814
Consulting,Wiggins LLC rhh,Wire_GZU,28996,10,22,Wire_GZU_28996
Construction,"Lee, Rodriguez and Erickson brc",POS_SNH,27628,6,19,POS_SNH_27628
Manufacturing,Guerrero Ltd trz,Fee_FPI,23814,4,7,Fee_FPI_23814
Education,Reed PLC xpu,Wire_GZU,28996,10,22,Wire_GZU_28996
Finance,Freeman Ltd qxq,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Manufacturing,Hughes-Aguilar smx,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Dining,Knapp Group xtj,Fee_FPI,26002,4,15,Fee_FPI_26002
Software,Santos Ltd jdg,POS_TYB,22489,7,4,POS_TYB_22489
Education,"Johnson, Hancock and Jones kzk",POS_TYB,29810,7,24,POS_TYB_29810
Education,"Wilson, Beard and Rhodes poh",Fee_FPI,26002,4,15,Fee_FPI_26002
Telecom,"Stokes, Johnson and Carter tzl",POS_SNH,23701,6,6,POS_SNH_23701
Healthcare,Gonzalez-Lee csp,POS_TYB,29810,7,24,POS_TYB_29810
Dining,"Pierce, Howard and Mathews pyj",Fee_FPI,24453,4,10,Fee_FPI_24453
Finance,"Harris, Santiago and Hughes pxa",Auto_NXC,24965,1,11,Auto_NXC_24965
Consulting,"Brown, Harper and Mitchell xht",POS_TYB,25337,7,13,POS_TYB_25337
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342,0,3,ACH_CPG_22342
Travel,"Johnson, Stanley and Austin ezw",Wire_GZU,28996,10,22,Wire_GZU_28996
Education,Lawrence-Johnson ysn,POS_TYB,22489,7,4,POS_TYB_22489
Manufacturing,Nguyen LLC idf,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Finance,Garcia PLC chl,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Travel,Thomas Ltd xvs,POS_TYB,29810,7,24,POS_TYB_29810
Software,"Watson, Ford and Jones awo",Wire_GZU,28996,10,22,Wire_GZU_28996
Manufacturing,"Brown, Martin and Lowery vkb",POS_JAR,25936,5,14,POS_JAR_25936
Consulting,Hale-Perkins zbn,Fee_FPI,24453,4,10,Fee_FPI_24453
Finance,Mcgee-Stephenson euh,POS_JAR,27805,5,20,POS_JAR_27805
Software,Marks-Robinson jyi,Auto_NXC,24334,1,9,Auto_NXC_24334
Telecom,"Romero, Nielsen and Warren sdk",Auto_NXC,23883,1,8,Auto_NXC_23883
Dining,Spencer-Taylor egi,ACH_CPG,22342,0,3,ACH_CPG_22342
Finance,"Fletcher, Shelton and Perez iyb",POS_JAR,25936,5,14,POS_JAR_25936
Education,Davis Ltd fbb,Auto_NXC,24965,1,11,Auto_NXC_24965
Healthcare,Williams Group tgz,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Education,Herrera-Howard bdp,POS_SNH,23701,6,6,POS_SNH_23701
Construction,Curry PLC rhm,Auto_NXC,23883,1,8,Auto_NXC_23883
Software,Walls-Herrera dou,Auto_UNU,20636,2,1,Auto_UNU_20636
Manufacturing,"Hughes, Gonzalez and Adams knf",Fee_FPI,23814,4,7,Fee_FPI_23814
Construction,Knight-Palmer nta,POS_JAR,25936,5,14,POS_JAR_25936
Travel,Aguilar LLC khd,ACH_CPG,22342,0,3,ACH_CPG_22342
Finance,Aguirre-Peterson hyi,Auto_NXC,24965,1,11,Auto_NXC_24965
Manufacturing,Hatfield Inc cnb,Fee_FPI,24453,4,10,Fee_FPI_24453
Dining,Wilkinson-Garrett zzp,Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,Chang and Sons hol,ACH_CPG,23588,0,5,ACH_CPG_23588
Healthcare,"Stout, Anderson and Murphy sak",Fee_FPI,23814,4,7,Fee_FPI_23814
Dining,Whitaker-Garcia lkj,Auto_NXC,23883,1,8,Auto_NXC_23883
Healthcare,"Rogers, Shepherd and Martin kkb",POS_JAR,25936,5,14,POS_JAR_25936
Software,Wallace-Gilbert qfu,ACH_CPG,22342,0,3,ACH_CPG_22342
Travel,"Freeman, Rowe and Frank epv",POS_SNH,20041,6,0,POS_SNH_20041
Manufacturing,Guerrero Ltd trz,Fee_FPI,23814,4,7,Fee_FPI_23814
Healthcare,"Reed, Stanley and Nelson yfo",Auto_UNU,20636,2,1,Auto_UNU_20636
Education,Ray PLC trz,Wire_GZU,23588,10,5,Wire_GZU_23588
Telecom,Castillo-Rubio ntc,POS_JAR,27257,5,17,POS_JAR_27257
Dining,Lewis Group ube,POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Davidson PLC rwk,POS_JAR,27805,5,20,POS_JAR_27805
Manufacturing,Burns-Allen fkb,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Consulting,"Russell, Santos and Gibson chi",POS_SNH,20041,6,0,POS_SNH_20041
Manufacturing,"Brown, Martin and Lowery vkb",POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Knapp-Miller zgd,POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,"Brown, Martin and Lowery vkb",POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Johnson, Thomas and Elliott udp",POS_TYB,25337,7,13,POS_TYB_25337
Telecom,Taylor and Sons kmv,POS_SNH,27628,6,19,POS_SNH_27628
Finance,Christensen-Walters old,POS_JAR,25936,5,14,POS_JAR_25936
Dining,Whitaker-Garcia lkj,Auto_NXC,23883,1,8,Auto_NXC_23883
Finance,Davis Ltd reo,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Education,Kelley-Smith xkm,POS_TYB,27805,7,20,POS_TYB_27805
Travel,Buck-Porter agx,POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Garrett-Lee pte,Wire_GZU,23588,10,5,Wire_GZU_23588
Manufacturing,Palmer PLC tcw,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Software,Kirk-Tapia krb,POS_TYB,25337,7,13,POS_TYB_25337
Travel,Hall-Miller bsf,POS_TYB,22489,7,4,POS_TYB_22489
Education,Brown-Holland uyn,Wire_GZU,23588,10,5,Wire_GZU_23588
Consulting,"Woods, Liu and Smith xhz",Wire_GZU,23588,10,5,Wire_GZU_23588
Finance,Charles LLC nmj,POS_JAR,25936,5,14,POS_JAR_25936
Dining,"Everett, Kennedy and Wilkerson ctz",Auto_NXC,24965,1,11,Auto_NXC_24965
Manufacturing,Whitaker PLC wbb,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Dining,"Bowers, Lambert and Jackson lux",Transfer_EQV,28867,8,21,Transfer_EQV_28867
Telecom,Bennett-Adams rms,POS_TYB,25337,7,13,POS_TYB_25337
Consulting,Chung-Lin ekf,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Travel,Powell-Smith grw,POS_TYB,29810,7,24,POS_TYB_29810
Healthcare,King-Galloway kfc,POS_TYB,22489,7,4,POS_TYB_22489
Healthcare,"Williams, Lewis and Patterson jzb",POS_SNH,24334,6,9,POS_SNH_24334
Software,Harris-Lewis byh,Auto_UNU,20636,2,1,Auto_UNU_20636
Finance,Davis Ltd reo,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Software,Jones-Sharp foi,Auto_NXC,24965,1,11,Auto_NXC_24965
Telecom,Campbell LLC maj,Fee_FPI,24453,4,10,Fee_FPI_24453
Manufacturing,Jordan-Garcia juc,Auto_UNU,20636,2,1,Auto_UNU_20636
Software,Green-Morales gqo,Fee_FPI,26002,4,15,Fee_FPI_26002
Consulting,"Henry, Stevens and Williams uct",Auto_YDJ,26462,3,16,Auto_YDJ_26462
Healthcare,Martinez PLC bwz,Fee_FPI,24453,4,10,Fee_FPI_24453
Travel,Chase-Taylor qrv,POS_TYB,29810,7,24,POS_TYB_29810
Finance,"Harris, Santiago and Hughes pxa",Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,"Brown, Brown and Boyle dev",Auto_NXC,24965,1,11,Auto_NXC_24965
Software,Collins-Kim cfi,ACH_CPG,22342,0,3,ACH_CPG_22342
Consulting,King Group ycx,Auto_UNU,20636,2,1,Auto_UNU_20636
Software,Richardson PLC juo,POS_JAR,27805,5,20,POS_JAR_27805
Telecom,Gonzalez LLC qrr,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Dining,Brown and Sons vec,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Travel,Rodriguez PLC kgo,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Travel,Buck-Porter agx,POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Wagner-Romero wvn,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Software,Wallace-Gilbert qfu,ACH_CPG,22342,0,3,ACH_CPG_22342
Education,Hart-James rxf,POS_TYB,27805,7,20,POS_TYB_27805
Education,Perez and Sons tbc,Wire_GZU,23588,10,5,Wire_GZU_23588
Construction,Cox-Oconnor mos,POS_JAR,27257,5,17,POS_JAR_27257
Construction,"Serrano, Reynolds and Schneider avl",Fee_FPI,26002,4,15,Fee_FPI_26002
Construction,Curry PLC rhm,Auto_NXC,23883,1,8,Auto_NXC_23883
Software,Moore PLC hkt,POS_TYB,22489,7,4,POS_TYB_22489
Telecom,Parker-Woods wam,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Software,Alexander-Flores mpx,Wire_GZU,28996,10,22,Wire_GZU_28996
Telecom,Baldwin-Smith kmn,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Construction,Harris-Carter way,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Education,Singh Inc xrw,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Education,"Friedman, Smith and Gonzales ojy",Fee_FPI,26002,4,15,Fee_FPI_26002
Education,Thompson-Santana klj,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Healthcare,Davis PLC tdp,Auto_NXC,23883,1,8,Auto_NXC_23883
Education,Davis Ltd fbb,Auto_NXC,24965,1,11,Auto_NXC_24965
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Dining,Evans PLC ccn,Fee_FPI,26002,4,15,Fee_FPI_26002
Finance,Wright-Sutton pjq,POS_TYB,25337,7,13,POS_TYB_25337
Education,"Cole, Silva and Hill irk",POS_TYB,27805,7,20,POS_TYB_27805
Finance,"Fletcher, Shelton and Perez iyb",POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Lamb PLC mlx,POS_JAR,27257,5,17,POS_JAR_27257
Healthcare,Wilson LLC ztd,Auto_NXC,24334,1,9,Auto_NXC_24334
Software,Gray PLC tdy,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Telecom,"Wright, Harris and Harrell sca",POS_SNH,20041,6,0,POS_SNH_20041
Dining,Barrera-Moore bwv,Auto_NXC,24965,1,11,Auto_NXC_24965
Healthcare,Schmidt PLC pqb,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Healthcare,Robinson-Jones anr,POS_SNH,27628,6,19,POS_SNH_27628
Consulting,"Martinez, Hoover and Park cqe",Auto_NXC,23883,1,8,Auto_NXC_23883
Consulting,Price Ltd hgp,Wire_GZU,23588,10,5,Wire_GZU_23588
Education,"Patel, Crane and Thompson ljf",ACH_CPG,23588,0,5,ACH_CPG_23588
Dining,Smith LLC uta,POS_SNH,24334,6,9,POS_SNH_24334
Software,Green-Morales gqo,Fee_FPI,26002,4,15,Fee_FPI_26002
Manufacturing,Jordan-Vaughn ioo,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Consulting,Clements LLC iut,POS_TYB,22489,7,4,POS_TYB_22489
Healthcare,"Roberts, Phelps and Fisher wtr",Fee_FPI,23814,4,7,Fee_FPI_23814
Manufacturing,Christensen Group wqn,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Consulting,King Group ycx,Auto_UNU,20636,2,1,Auto_UNU_20636
Software,Dickerson and Sons cpz,Wire_GZU,23588,10,5,Wire_GZU_23588
Travel,Chase-Taylor qrv,POS_TYB,29810,7,24,POS_TYB_29810
Manufacturing,White-Hayes zvf,POS_SNH,24334,6,9,POS_SNH_24334
Healthcare,"Valdez, Vaughn and Johns vcm",Wire_ZYW,27619,11,18,Wire_ZYW_27619
Healthcare,Austin and Sons pbj,POS_SNH,20041,6,0,POS_SNH_20041
Travel,Baxter and Sons ojs,POS_TYB,29810,7,24,POS_TYB_29810
Finance,"Lopez, Ortiz and Frederick nnk",POS_SNH,27628,6,19,POS_SNH_27628
Construction,Barron Inc oib,POS_JAR,27257,5,17,POS_JAR_27257
Healthcare,Sullivan Ltd rvr,Wire_GZU,28996,10,22,Wire_GZU_28996
Finance,Davis Ltd reo,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Finance,"Rios, Key and Green ydm",Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,"Villanueva, James and Bernard jrt",POS_TYB,22489,7,4,POS_TYB_22489
Finance,Charles LLC nmj,POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Rogers, Shepherd and Martin kkb",POS_JAR,25936,5,14,POS_JAR_25936
Finance,Riddle-Clark yqq,Fee_FPI,26002,4,15,Fee_FPI_26002
Telecom,Bennett-Adams rms,POS_TYB,25337,7,13,POS_TYB_25337
Consulting,Irwin-Henderson dyv,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Dining,"Harper, Harris and Wright ftm",POS_TYB,29810,7,24,POS_TYB_29810
Finance,Gray-Dunn zbj,Fee_FPI,24453,4,10,Fee_FPI_24453
Telecom,Perez and Sons ehm,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Finance,Stone Ltd ucp,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Consulting,Duffy PLC ngt,POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Hall, Sharp and Holloway kkx",Fee_FPI,24453,4,10,Fee_FPI_24453
Travel,"Spencer, Johnson and Gordon tks",ACH_CPG,23588,0,5,ACH_CPG_23588
Dining,"Nguyen, Shields and Carroll val",Auto_UNU,20636,2,1,Auto_UNU_20636
Dining,Dixon PLC yxf,Wire_GZU,28996,10,22,Wire_GZU_28996
Dining,"Pierce, Howard and Mathews pyj",Fee_FPI,24453,4,10,Fee_FPI_24453
Telecom,Perez and Sons ehm,Transfer_EQV,28867,8,21,Transfer_EQV_28867
